Country Code,Year,Inflation
ABW,1960,
AFE,1960,
AFG,1960,
AFW,1960,
AGO,1960,
ALB,1960,
AND,1960,
ARB,1960,
ARE,1960,
ARG,1960,
ARM,1960,
ASM,1960,
ATG,1960,
AUS,1960,3.72881355932205
AUT,1960,1.94574935198639
AZE,1960,
BDI,1960,
BEL,1960,0.299467254769634
BEN,1960,
BFA,1960,7.78816199376886
BGD,1960,
BGR,1960,
BHR,1960,
BHS,1960,
BIH,1960,
BLR,1960,
BLZ,1960,
BMU,1960,
BOL,1960,11.5331525756196
BRA,1960,
BRB,1960,
BRN,1960,
BTN,1960,
BWA,1960,
CAF,1960,
CAN,1960,1.35869565217391
CEB,1960,
CHE,1960,1.43879470321088
CHI,1960,
CHL,1960,
CHN,1960,
CIV,1960,
CMR,1960,
COD,1960,
COG,1960,
COL,1960,5.81407628204986
COM,1960,
CPV,1960,
CRI,1960,0.790205817960056
CSS,1960,
CUB,1960,
CUW,1960,
CYM,1960,
CYP,1960,0.827300930713943
CZE,1960,
DEU,1960,1.53661155971013
DJI,1960,
DMA,1960,
DNK,1960,1.25523012552926
DOM,1960,-3.56219179976056
DZA,1960,
EAP,1960,
EAR,1960,
EAS,1960,
ECA,1960,
ECS,1960,
ECU,1960,1.67659912611287
EGY,1960,0.332829047091774
EMU,1960,1.74118045584826
ERI,1960,
ESP,1960,1.17777108409628
EST,1960,
ETH,1960,
EUU,1960,1.74118045584826
FCS,1960,
FIN,1960,3.41812725350791
FJI,1960,
FRA,1960,4.1399357551843
FRO,1960,
FSM,1960,
GAB,1960,
GBR,1960,1.00357570390171
GEO,1960,
GHA,1960,
GIB,1960,
GIN,1960,
GMB,1960,
GNB,1960,
GNQ,1960,
GRC,1960,1.47784758493385
GRD,1960,
GRL,1960,
GTM,1960,-1.19069315346
GUM,1960,
GUY,1960,
HIC,1960,
HKG,1960,
HND,1960,-1.74623815710753
HPC,1960,
HRV,1960,
HTI,1960,-5.0300415959369
HUN,1960,
IBD,1960,
IBT,1960,
IDA,1960,
IDB,1960,
IDN,1960,39.5904436860068
IDX,1960,
IMN,1960,
IND,1960,1.77987784677379
INX,1960,
IRL,1960,0.450837269431766
IRN,1960,9.82241081297881
IRQ,1960,3.47823790409598
ISL,1960,1.9883972390203
ISR,1960,2.22811242067083
ITA,1960,2.35016141377048
JAM,1960,3.27424913835593
JOR,1960,
JPN,1960,3.57451152535914
KAZ,1960,
KEN,1960,1.24378109452732
KGZ,1960,
KHM,1960,
KIR,1960,
KNA,1960,
KOR,1960,7.96556575482593
KWT,1960,
LAC,1960,2.26687099162787
LAO,1960,
LBN,1960,
LBR,1960,
LBY,1960,
LCA,1960,
LCN,1960,
LDC,1960,
LIC,1960,
LIE,1960,
LKA,1960,-1.544676806092
LMC,1960,
LMY,1960,
LSO,1960,
LTE,1960,
LTU,1960,
LUX,1960,0.449620296389849
LVA,1960,
MAC,1960,
MAF,1960,
MAR,1960,3.42429906542058
MCO,1960,
MDA,1960,
MDG,1960,
MDV,1960,
MEA,1960,
MEX,1960,4.92751886903111
MHL,1960,
MIC,1960,
MKD,1960,
MLI,1960,
MLT,1960,3.3846153846155
MMR,1960,7.38993710703483
MNA,1960,
MNE,1960,
MNG,1960,
MNP,1960,
MOZ,1960,
MRT,1960,
MUS,1960,
MWI,1960,
MYS,1960,0.0631825978882036
NAC,1960,1.40833581922589
NAM,1960,
NCL,1960,
NER,1960,
NGA,1960,5.44432736187239
NIC,1960,
NLD,1960,2.32394366197218
NOR,1960,0.360492346844601
NPL,1960,
NRU,1960,
NZL,1960,0.697929233796472
OED,1960,1.94574935198639
OMN,1960,
OSS,1960,
PAK,1960,6.94736842105285
PAN,1960,0.0511770724157416
PER,1960,8.66445916271909
PHL,1960,4.1548217798216
PLW,1960,
PNG,1960,
POL,1960,
PRE,1960,
PRI,1960,
PRK,1960,
PRT,1960,3.04659277832702
PRY,1960,8.18181818181803
PSE,1960,
PSS,1960,
PST,1960,1.53661155971013
PYF,1960,
QAT,1960,
ROU,1960,
RUS,1960,
RWA,1960,
SAS,1960,
SAU,1960,
SDN,1960,0.0922402858294827
SEN,1960,
SGP,1960,
SLB,1960,
SLE,1960,
SLV,1960,-0.0389741990030509
SMR,1960,
SOM,1960,
SRB,1960,
SSA,1960,
SSD,1960,
SSF,1960,
SST,1960,
STP,1960,
SUR,1960,2.85714285714286
SVK,1960,
SVN,1960,
SWE,1960,4.14177915090216
SWZ,1960,
SXM,1960,
SYC,1960,
SYR,1960,5.11890951276098
TCA,1960,
TCD,1960,
TEA,1960,
TEC,1960,
TGO,1960,
THA,1960,-0.765864332603765
TJK,1960,
TKM,1960,
TLA,1960,2.08000000007819
TLS,1960,
TMN,1960,
TON,1960,
TSA,1960,
TSS,1960,
TTO,1960,2.08000000007819
TUN,1960,
TUR,1960,5.66473988439306
TUV,1960,
TZA,1960,
UGA,1960,
UKR,1960,
UMC,1960,
URY,1960,38.5040374002647
USA,1960,1.45797598627786
UZB,1960,
VCT,1960,
VEN,1960,
VGB,1960,
VIR,1960,
VNM,1960,
VUT,1960,
WLD,1960,
WSM,1960,
XKX,1960,
YEM,1960,
ZAF,1960,1.28885903549378
ZMB,1960,
ZWE,1960,
ABW,1961,
AFE,1961,
AFG,1961,
AFW,1961,
AGO,1961,
ALB,1961,
AND,1961,
ARB,1961,
ARE,1961,
ARG,1961,
ARM,1961,
ASM,1961,
ATG,1961,
AUS,1961,2.2875816993464
AUT,1961,3.54223986727562
AZE,1961,
BDI,1961,
BEL,1961,0.992676260767344
BEN,1961,
BFA,1961,18.5621387281079
BGD,1961,
BGR,1961,
BHR,1961,
BHS,1961,
BIH,1961,
BLR,1961,
BLZ,1961,
BMU,1961,
BOL,1961,7.56149307183898
BRA,1961,
BRB,1961,
BRN,1961,
BTN,1961,
BWA,1961,
CAF,1961,
CAN,1961,1.01876675603215
CEB,1961,
CHE,1961,1.84539787448659
CHI,1961,
CHL,1961,
CHN,1961,
CIV,1961,11.616492146899
CMR,1961,
COD,1961,
COG,1961,
COL,1961,8.28319045648718
COM,1961,
CPV,1961,
CRI,1961,2.4307939100916
CSS,1961,
CUB,1961,
CUW,1961,
CYM,1961,
CYP,1961,-0.615384615384914
CZE,1961,
DEU,1961,2.29367579618988
DJI,1961,
DMA,1961,
DNK,1961,3.45162858557826
DOM,1961,-3.90000000099987
DZA,1961,
EAP,1961,
EAR,1961,
EAS,1961,
ECA,1961,
ECS,1961,
ECU,1961,3.98562050634917
EGY,1961,0.693606754935318
EMU,1961,1.87084961406322
ERI,1961,
ESP,1961,0.809252873882217
EST,1961,
ETH,1961,
EUU,1961,2.07713833137856
FCS,1961,
FIN,1961,1.69100191533953
FJI,1961,
FRA,1961,2.4004610454632
FRO,1961,
FSM,1961,
GAB,1961,
GBR,1961,3.4474962304662
GEO,1961,
GHA,1961,
GIB,1961,
GIN,1961,
GMB,1961,
GNB,1961,
GNQ,1961,
GRC,1961,2.10357934997021
GRD,1961,
GRL,1961,
GTM,1961,-0.55333538272658
GUM,1961,
GUY,1961,
HIC,1961,
HKG,1961,
HND,1961,1.56299237392685
HPC,1961,
HRV,1961,
HTI,1961,3.77970638342674
HUN,1961,
IBD,1961,
IBT,1961,
IDA,1961,
IDB,1961,
IDN,1961,13.6919315403424
IDX,1961,
IMN,1961,
IND,1961,1.69521293914439
INX,1961,
IRL,1961,2.7569993586355
IRN,1961,3.16256439585737
IRQ,1961,0.916260431846698
ISL,1961,4.71161499679355
ISR,1961,6.78982340440242
ITA,1961,2.05069731278691
JAM,1961,6.69845053635203
JOR,1961,
JPN,1961,5.36846178480055
KAZ,1961,
KEN,1961,2.45700245700251
KGZ,1961,
KHM,1961,
KIR,1961,
KNA,1961,
KOR,1961,8.19565288254092
KWT,1961,
LAC,1961,3.10525014675917
LAO,1961,
LBN,1961,
LBR,1961,
LBY,1961,
LCA,1961,
LCN,1961,
LDC,1961,
LIC,1961,
LIE,1961,
LKA,1961,1.1344436397999
LMC,1961,
LMY,1961,
LSO,1961,
LTE,1961,
LTU,1961,
LUX,1961,0.482433590630893
LVA,1961,
MAC,1961,
MAF,1961,
MAR,1961,1.76312460493452
MCO,1961,
MDA,1961,
MDG,1961,
MDV,1961,
MEA,1961,
MEX,1961,1.6087596908193
MHL,1961,
MIC,1961,
MKD,1961,
MLI,1961,
MLT,1961,2.51132153100695
MMR,1961,-0.146412882872032
MNA,1961,
MNE,1961,
MNG,1961,
MNP,1961,
MOZ,1961,
MRT,1961,
MUS,1961,
MWI,1961,
MYS,1961,-0.180407721631661
NAC,1961,1.04474545183969
NAM,1961,
NCL,1961,
NER,1961,
NGA,1961,6.27914723477511
NIC,1961,
NLD,1961,1.30763936682733
NOR,1961,2.15517277670922
NPL,1961,
NRU,1961,
NZL,1961,1.79770429009207
OED,1961,2.15797310981959
OMN,1961,
OSS,1961,
PAK,1961,1.64041994750605
PAN,1961,0.613810741946778
PER,1961,5.91670898836376
PHL,1961,1.59563300452722
PLW,1961,
PNG,1961,
POL,1961,
PRE,1961,
PRI,1961,
PRK,1961,
PRT,1961,1.54899696989872
PRY,1961,18.4873949579832
PSE,1961,
PSS,1961,
PST,1961,2.07713833137856
PYF,1961,
QAT,1961,
ROU,1961,
RUS,1961,
RWA,1961,
SAS,1961,
SAU,1961,
SDN,1961,8.76051146191624
SEN,1961,
SGP,1961,0.400000000000126
SLB,1961,
SLE,1961,
SLV,1961,-2.68247036807422
SMR,1961,
SOM,1961,
SRB,1961,
SSA,1961,
SSD,1961,
SSF,1961,
SST,1961,
STP,1961,
SUR,1961,1.70940170940174
SVK,1961,
SVN,1961,
SWE,1961,2.15797310981959
SWZ,1961,
SXM,1961,
SYC,1961,
SYR,1961,1.95889088150077
TCA,1961,
TCD,1961,
TEA,1961,
TEC,1961,
TGO,1961,
THA,1961,7.3869900771771
TJK,1961,
TKM,1961,
TLA,1961,2.4307939100916
TLS,1961,
TMN,1961,
TON,1961,
TSA,1961,
TSS,1961,
TTO,1961,1.5227576978899
TUN,1961,
TUR,1961,3.17285699708262
TUV,1961,
TZA,1961,
UGA,1961,
UKR,1961,
UMC,1961,
URY,1961,22.7472639867959
USA,1961,1.07072414764723
UZB,1961,
VCT,1961,
VEN,1961,
VGB,1961,
VIR,1961,
VNM,1961,
VUT,1961,
WLD,1961,
WSM,1961,
XKX,1961,
YEM,1961,
ZAF,1961,2.10237396324093
ZMB,1961,
ZWE,1961,
ABW,1962,
AFE,1962,
AFG,1962,
AFW,1962,
AGO,1962,
ALB,1962,
AND,1962,
ARB,1962,
ARE,1962,
ARG,1962,
ARM,1962,
ASM,1962,
ATG,1962,
AUS,1962,-0.319488817891384
AUT,1962,4.38179863851184
AZE,1962,
BDI,1962,
BEL,1962,1.40460703543509
BEN,1962,
BFA,1962,1.67590956140173
BGD,1962,
BGR,1962,
BHR,1962,
BHS,1962,
BIH,1962,
BLR,1962,
BLZ,1962,
BMU,1962,
BOL,1962,5.87933142225298
BRA,1962,
BRB,1962,
BRN,1962,
BTN,1962,
BWA,1962,
CAF,1962,
CAN,1962,1.06157112526541
CEB,1962,
CHE,1962,4.31599287754383
CHI,1962,
CHL,1962,
CHN,1962,
CIV,1962,-1.34124890120529
CMR,1962,
COD,1962,
COG,1962,
COL,1962,4.69709395062468
COM,1962,
CPV,1962,
CRI,1962,2.67785968742788
CSS,1962,
CUB,1962,
CUW,1962,
CYM,1962,
CYP,1962,0.103199174406311
CZE,1962,
DEU,1962,2.84328008602129
DJI,1962,
DMA,1962,
DNK,1962,7.37781954818462
DOM,1962,9.15712799177066
DZA,1962,
EAP,1962,
EAR,1962,
EAS,1962,
ECA,1962,
ECS,1962,
ECU,1962,2.8708853146098
EGY,1962,-3.00307658790784
EMU,1962,2.75267213268449
ERI,1962,
ESP,1962,5.70647719271312
EST,1962,
ETH,1962,
EUU,1962,3.55350360375607
FCS,1962,
FIN,1962,4.38398278172672
FJI,1962,
FRA,1962,5.33128007065638
FRO,1962,
FSM,1962,
GAB,1962,
GBR,1962,4.19649888238551
GEO,1962,
GHA,1962,
GIB,1962,
GIN,1962,
GMB,1962,1.78761787610526
GNB,1962,
GNQ,1962,
GRC,1962,-0.475428291049975
GRD,1962,
GRL,1962,
GTM,1962,2.05255023209701
GUM,1962,
GUY,1962,
HIC,1962,
HKG,1962,
HND,1962,1.09215017084014
HPC,1962,
HRV,1962,
HTI,1962,-0.554904259869536
HUN,1962,
IBD,1962,
IBT,1962,
IDA,1962,
IDB,1962,
IDN,1962,131.397849462365
IDX,1962,
IMN,1962,
IND,1962,3.63221497106987
INX,1962,
IRL,1962,4.26372712149085
IRN,1962,0.721320571656317
IRQ,1962,1.2923621654152
ISL,1962,11.016292445577
ISR,1962,9.40819406826559
ITA,1962,4.69114360740474
JAM,1962,1.4075067024132
JOR,1962,
JPN,1962,6.83544034819732
KAZ,1962,
KEN,1962,3.11750599520379
KGZ,1962,
KHM,1962,
KIR,1962,
KNA,1962,
KOR,1962,6.61831097492388
KWT,1962,
LAC,1962,2.07669528411571
LAO,1962,
LBN,1962,
LBR,1962,
LBY,1962,
LCA,1962,
LCN,1962,
LDC,1962,
LIC,1962,
LIE,1962,
LKA,1962,1.5035799525155
LMC,1962,
LMY,1962,
LSO,1962,
LTE,1962,
LTU,1962,
LUX,1962,0.895946647339812
LVA,1962,
MAC,1962,
MAF,1962,
MAR,1962,5.09672908138148
MCO,1962,
MDA,1962,
MDG,1962,
MDV,1962,
MEA,1962,
MEX,1962,1.19898417815083
MHL,1962,
MIC,1962,
MKD,1962,
MLI,1962,
MLT,1962,0.168674698957607
MMR,1962,-1.61290322727255
MNA,1962,
MNE,1962,
MNG,1962,
MNP,1962,
MOZ,1962,
MRT,1962,
MUS,1962,
MWI,1962,
MYS,1962,0.108440267848109
NAC,1962,1.13017223673363
NAM,1962,
NCL,1962,
NER,1962,
NGA,1962,5.26563234621735
NIC,1962,
NLD,1962,2.43112264417808
NOR,1962,5.27425952920734
NPL,1962,
NRU,1962,
NZL,1962,2.68085396987464
OED,1962,4.26372712149085
OMN,1962,
OSS,1962,
PAK,1962,-0.516462233698508
PAN,1962,0.788002033555903
PER,1962,6.64109326359749
PHL,1962,5.79665220101376
PLW,1962,
PNG,1962,
POL,1962,
PRE,1962,
PRI,1962,
PRK,1962,
PRT,1962,2.6620641793477
PRY,1962,1.41843971631209
PSE,1962,
PSS,1962,
PST,1962,3.5198894842034
PYF,1962,
QAT,1962,
ROU,1962,
RUS,1962,
RWA,1962,
SAS,1962,
SAU,1962,
SDN,1962,1.66287136568001
SEN,1962,
SGP,1962,0.419580419580255
SLB,1962,
SLE,1962,
SLV,1962,0.0961538463947617
SMR,1962,
SOM,1962,
SRB,1962,
SSA,1962,
SSD,1962,
SSF,1962,
SST,1962,
STP,1962,
SUR,1962,2.10084033613441
SVK,1962,
SVN,1962,
SWE,1962,4.76619721905829
SWZ,1962,
SXM,1962,
SYC,1962,
SYR,1962,-3.84615384615329
TCA,1962,
TCD,1962,
TEA,1962,
TEC,1962,
TGO,1962,
THA,1962,3.69609856262892
TJK,1962,
TKM,1962,
TLA,1962,2.10084033613441
TLS,1962,
TMN,1962,
TON,1962,
TSA,1962,
TSS,1962,
TTO,1962,2.98335256339288
TUN,1962,
TUR,1962,3.88832025146511
TUV,1962,
TZA,1962,
UGA,1962,
UKR,1962,
UMC,1962,
URY,1962,10.9074243811898
USA,1962,1.19877334820185
UZB,1962,
VCT,1962,
VEN,1962,
VGB,1962,
VIR,1962,
VNM,1962,
VUT,1962,
WLD,1962,
WSM,1962,2.65486725663724
XKX,1962,
YEM,1962,
ZAF,1962,1.24628537807019
ZMB,1962,
ZWE,1962,
ABW,1963,
AFE,1963,
AFG,1963,
AFW,1963,
AGO,1963,
ALB,1963,
AND,1963,
ARB,1963,
ARE,1963,
ARG,1963,
ARM,1963,
ASM,1963,
ATG,1963,
AUS,1963,0.641025641025639
AUT,1963,2.7087669949983
AZE,1963,
BDI,1963,
BEL,1963,2.14800341332203
BEN,1963,
BFA,1963,5.57420282915099
BGD,1963,
BGR,1963,
BHR,1963,
BHS,1963,
BIH,1963,
BLR,1963,
BLZ,1963,
BMU,1963,
BOL,1963,-0.70635721455241
BRA,1963,
BRB,1963,
BRN,1963,
BTN,1963,
BWA,1963,
CAF,1963,
CAN,1963,1.6281512605042
CEB,1963,
CHE,1963,3.44021288042956
CHI,1963,
CHL,1963,
CHN,1963,
CIV,1963,0.943466310460191
CMR,1963,
COD,1963,
COG,1963,
COL,1963,26.3554355250467
COM,1963,
CPV,1963,
CRI,1963,2.93161847051353
CSS,1963,
CUB,1963,
CUW,1963,
CYM,1963,
CYP,1963,1.95876288659853
CZE,1963,
DEU,1963,2.96696086316878
DJI,1963,
DMA,1963,
DNK,1963,6.1050328230293
DOM,1963,8.57959961876622
DZA,1963,
EAP,1963,
EAR,1963,
EAS,1963,
ECA,1963,
ECS,1963,
ECU,1963,5.93950905922401
EGY,1963,0.746645708135439
EMU,1963,2.92164166264774
ERI,1963,
ESP,1963,8.74369768409144
EST,1963,
ETH,1963,
EUU,1963,2.92164166264774
FCS,1963,
FIN,1963,4.99638188645286
FJI,1963,
FRA,1963,4.99915289796852
FRO,1963,
FSM,1963,
GAB,1963,7.15833333249992
GBR,1963,2.01854355976227
GEO,1963,
GHA,1963,
GIB,1963,
GIN,1963,
GMB,1963,4.61612825298709
GNB,1963,
GNQ,1963,
GRC,1963,3.1846627279161
GRD,1963,
GRL,1963,
GTM,1963,0.151450899375927
GUM,1963,
GUY,1963,
HIC,1963,
HKG,1963,
HND,1963,3.08145601867277
HPC,1963,
HRV,1963,
HTI,1963,4.30682175435956
HUN,1963,
IBD,1963,
IBT,1963,
IDA,1963,
IDB,1963,
IDN,1963,145.910780669145
IDX,1963,
IMN,1963,
IND,1963,2.94616135685227
INX,1963,
IRL,1963,2.45362058668927
IRN,1963,0.371849607221687
IRQ,1963,3.95495742929742
ISL,1963,12.9280230755903
ISR,1963,6.58113736464058
ITA,1963,7.45471822539107
JAM,1963,1.76250275391076
JOR,1963,
JPN,1963,6.70690556397991
KAZ,1963,
KEN,1963,0.697674418604586
KGZ,1963,
KHM,1963,
KIR,1963,
KNA,1963,
KOR,1963,20.6916473186477
KWT,1963,
LAC,1963,2.51476028420783
LAO,1963,
LBN,1963,
LBR,1963,
LBY,1963,
LCA,1963,
LCN,1963,
LDC,1963,
LIC,1963,
LIE,1963,
LKA,1963,2.27290539996213
LMC,1963,
LMY,1963,
LSO,1963,
LTE,1963,
LTU,1963,
LUX,1963,2.87632246212671
LVA,1963,
MAC,1963,
MAF,1963,
MAR,1963,5.69971168745221
MCO,1963,
MDA,1963,
MDG,1963,
MDV,1963,
MEA,1963,
MEX,1963,0.594055008461957
MHL,1963,
MIC,1963,
MKD,1963,
MLI,1963,
MLT,1963,1.87635313921272
MMR,1963,-2.68256333834103
MNA,1963,
MNE,1963,
MNG,1963,
MNP,1963,
MOZ,1963,
MRT,1963,
MUS,1963,
MWI,1963,
MYS,1963,3.10525365608347
NAC,1963,1.4339103409959
NAM,1963,
NCL,1963,
NER,1963,
NGA,1963,-2.6946553523273
NIC,1963,
NLD,1963,3.24364737396402
NOR,1963,2.47161052896496
NPL,1963,
NRU,1963,
NZL,1963,1.96849850441886
OED,1963,2.96696086316878
OMN,1963,
OSS,1963,
PAK,1963,1.456488447975
PAN,1963,0.44988752811999
PER,1963,6.07014388428593
PHL,1963,5.62554937008816
PLW,1963,
PNG,1963,
POL,1963,
PRE,1963,
PRI,1963,
PRK,1963,
PRT,1963,2.02158272759787
PRY,1963,2.09790209790212
PSE,1963,
PSS,1963,
PST,1963,2.8740314034922
PYF,1963,
QAT,1963,
ROU,1963,
RUS,1963,
RWA,1963,
SAS,1963,
SAU,1963,
SDN,1963,4.68823253646177
SEN,1963,
SGP,1963,2.20519962859834
SLB,1963,
SLE,1963,
SLV,1963,1.56900416258929
SMR,1963,
SOM,1963,
SRB,1963,
SSA,1963,
SSD,1963,
SSF,1963,
SST,1963,
STP,1963,
SUR,1963,2.05761316872426
SVK,1963,
SVN,1963,
SWE,1963,2.87174034485769
SWZ,1963,
SXM,1963,
SYC,1963,
SYR,1963,1.91666666666657
TCA,1963,
TCD,1963,
TEA,1963,
TEC,1963,
TGO,1963,
THA,1963,0.0
TJK,1963,
TKM,1963,
TLA,1963,2.93161847051353
TLS,1963,
TMN,1963,
TON,1963,
TSA,1963,
TSS,1963,
TTO,1963,3.76120358491648
TUN,1963,
TUR,1963,6.36270692832307
TUV,1963,
TZA,1963,
UGA,1963,
UKR,1963,
UMC,1963,
URY,1963,21.2546957175585
USA,1963,1.2396694214876
UZB,1963,
VCT,1963,
VEN,1963,
VGB,1963,
VIR,1963,
VNM,1963,
VUT,1963,
WLD,1963,
WSM,1963,0.689655172413799
XKX,1963,
YEM,1963,
ZAF,1963,1.33796971443196
ZMB,1963,
ZWE,1963,
ABW,1964,
AFE,1964,
AFG,1964,
AFW,1964,
AGO,1964,
ALB,1964,
AND,1964,
ARB,1964,
ARE,1964,
ARG,1964,
ARM,1964,
ASM,1964,
ATG,1964,
AUS,1964,2.86624203821656
AUT,1964,3.86856354936625
AZE,1964,
BDI,1964,
BEL,1964,4.16876058564369
BEN,1964,
BFA,1964,1.84512319774994
BGD,1964,
BGR,1964,
BHR,1964,
BHS,1964,
BIH,1964,
BLR,1964,
BLZ,1964,
BMU,1964,
BOL,1964,10.1818181818181
BRA,1964,
BRB,1964,
BRN,1964,
BTN,1964,
BWA,1964,
CAF,1964,
CAN,1964,1.91214470284239
CEB,1964,
CHE,1964,3.08055687101811
CHI,1964,
CHL,1964,
CHN,1964,
CIV,1964,0.618192522743686
CMR,1964,
COD,1964,35.4210649777883
COG,1964,
COL,1964,17.0724352164554
COM,1964,
CPV,1964,
CRI,1964,3.32403316018129
CSS,1964,
CUB,1964,
CUW,1964,
CYM,1964,
CYP,1964,-0.30333670475262
CZE,1964,
DEU,1964,2.33572809548972
DJI,1964,
DMA,1964,
DNK,1964,3.09278350515452
DOM,1964,2.10711150133545
DZA,1964,
EAP,1964,
EAR,1964,
EAS,1964,
ECA,1964,
ECS,1964,
ECU,1964,4.03420453764312
EGY,1964,3.66098294885465
EMU,1964,3.65673101579695
ERI,1964,
ESP,1964,6.97924673989614
EST,1964,
ETH,1964,
EUU,1964,3.41628039655558
FCS,1964,
FIN,1964,10.2758607417486
FJI,1964,
FRA,1964,3.211191702931
FRO,1964,
FSM,1964,
GAB,1964,3.32840811900831
GBR,1964,3.28158694697213
GEO,1964,
GHA,1964,
GIB,1964,
GIN,1964,
GMB,1964,-4.53565378123673
GNB,1964,
GNQ,1964,
GRC,1964,0.617302978512559
GRD,1964,
GRL,1964,
GTM,1964,-0.193563997036572
GUM,1964,
GUY,1964,
HIC,1964,
HKG,1964,
HND,1964,4.47210147080723
HPC,1964,
HRV,1964,
HTI,1964,9.16214587129444
HUN,1964,
IBD,1964,
IBT,1964,
IDA,1964,
IDB,1964,
IDN,1964,108.994708994709
IDX,1964,
IMN,1964,
IND,1964,13.3552611508153
INX,1964,
IRL,1964,6.71728971926296
IRN,1964,3.81448957223042
IRQ,1964,-0.0901365196717474
ISL,1964,19.2450543572579
ISR,1964,5.17275042328815
ITA,1964,5.91232253218581
JAM,1964,2.01342281879184
JOR,1964,
JPN,1964,3.8003894530575
KAZ,1964,
KEN,1964,-0.0993048669314371
KGZ,1964,
KHM,1964,
KIR,1964,
KNA,1964,
KOR,1964,29.4628314500798
KWT,1964,
LAC,1964,3.67911884891221
LAO,1964,
LBN,1964,
LBR,1964,
LBY,1964,
LCA,1964,
LCN,1964,
LDC,1964,
LIC,1964,
LIE,1964,
LKA,1964,3.19564717604593
LMC,1964,
LMY,1964,
LSO,1964,
LTE,1964,
LTU,1964,
LUX,1964,3.09638151245736
LVA,1964,
MAC,1964,
MAF,1964,
MAR,1964,4.0215414742121
MCO,1964,
MDA,1964,
MDG,1964,
MDV,1964,
MEA,1964,
MEX,1964,2.33790317234361
MHL,1964,
MIC,1964,
MKD,1964,
MLI,1964,
MLT,1964,2.18024399859685
MMR,1964,-0.459418068919956
MNA,1964,
MNE,1964,
MNG,1964,
MNP,1964,
MOZ,1964,
MRT,1964,
MUS,1964,1.89557417281001
MWI,1964,
MYS,1964,-0.402731571003633
NAC,1964,1.59552813373411
NAM,1964,
NCL,1964,
NER,1964,1.00401606426672
NGA,1964,0.856793145737539
NIC,1964,
NLD,1964,5.82376825817436
NOR,1964,5.86701538751922
NPL,1964,
NRU,1964,
NZL,1964,3.47490547676608
OED,1964,3.44489848222766
OMN,1964,
OSS,1964,
PAK,1964,4.17958688145319
PAN,1964,2.41353570491374
PER,1964,9.79228486663485
PHL,1964,8.18307905700338
PLW,1964,
PNG,1964,
POL,1964,
PRE,1964,
PRI,1964,
PRK,1964,
PRT,1964,3.44489848222766
PRY,1964,1.36986301369863
PSE,1964,
PSS,1964,
PST,1964,3.33462462892781
PYF,1964,
QAT,1964,
ROU,1964,
RUS,1964,
RWA,1964,
SAS,1964,
SAU,1964,2.79999999899984
SDN,1964,3.95083843356375
SEN,1964,
SGP,1964,1.72609584374286
SLB,1964,
SLE,1964,
SLV,1964,1.75756620405752
SMR,1964,
SOM,1964,
SRB,1964,
SSA,1964,
SSD,1964,
SSF,1964,
SST,1964,
STP,1964,
SUR,1964,4.23387096774195
SVK,1964,
SVN,1964,
SWE,1964,3.3876623108835
SWZ,1964,
SXM,1964,
SYC,1964,
SYR,1964,5.39656582175021
TCA,1964,
TCD,1964,
TEA,1964,
TEC,1964,
TGO,1964,
THA,1964,-0.792079207921096
TJK,1964,
TKM,1964,
TLA,1964,3.32403316018129
TLS,1964,
TMN,1964,
TON,1964,
TSA,1964,
TSS,1964,
TTO,1964,0.863797624406602
TUN,1964,
TUR,1964,1.11963781543116
TUV,1964,
TZA,1964,
UGA,1964,
UKR,1964,
UMC,1964,
URY,1964,42.3694157015187
USA,1964,1.27891156462583
UZB,1964,
VCT,1964,
VEN,1964,
VGB,1964,
VIR,1964,
VNM,1964,
VUT,1964,
WLD,1964,
WSM,1964,5.30821917808227
XKX,1964,
YEM,1964,
ZAF,1964,2.53497284090203
ZMB,1964,
ZWE,1964,
ABW,1965,
AFE,1965,
AFG,1965,
AFW,1965,
AGO,1965,
ALB,1965,
AND,1965,
ARB,1965,
ARE,1965,
ARG,1965,
ARM,1965,
ASM,1965,
ATG,1965,
AUS,1965,3.40557275541798
AUT,1965,4.93091637676271
AZE,1965,
BDI,1965,
BEL,1965,4.06520137474648
BEN,1965,
BFA,1965,-0.730252522661395
BGD,1965,
BGR,1965,
BHR,1965,
BHS,1965,
BIH,1965,
BLR,1965,
BLZ,1965,
BMU,1965,
BOL,1965,2.86028602860271
BRA,1965,
BRB,1965,
BRN,1965,
BTN,1965,
BWA,1965,
CAF,1965,
CAN,1965,2.33265720081134
CEB,1965,
CHE,1965,3.41447860846184
CHI,1965,
CHL,1965,
CHN,1965,
CIV,1965,2.61117612633011
CMR,1965,
COD,1965,-2.72698027762915
COG,1965,
COL,1965,7.59068366931587
COM,1965,
CPV,1965,
CRI,1965,-0.665000000583377
CSS,1965,
CUB,1965,
CUW,1965,
CYM,1965,
CYP,1965,0.20283975659444
CZE,1965,
DEU,1965,3.24232938546164
DJI,1965,
DMA,1965,
DNK,1965,5.44999999925048
DOM,1965,-1.89165950130609
DZA,1965,
EAP,1965,
EAR,1965,
EAS,1965,
ECA,1965,
ECS,1965,
ECU,1965,3.0690706617574
EGY,1965,14.8390044616241
EMU,1965,3.66648280262595
ERI,1965,
ESP,1965,13.2141378382198
EST,1965,
ETH,1965,
EUU,1965,3.98661960127136
FCS,1965,
FIN,1965,4.94058806755301
FJI,1965,
FRA,1965,2.7031045587308
