location_key,date,new_deceased,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,new_confirmed,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9
HK,2020-10-09,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,3,1,1,0,0,0
HK,2020-08-19,1,0,0,0,0,0,0,0,0,0,1,26,0,2,5,5,6,2,5,0,0,1
IN,2020-10-03,903,0,0,0,0,0,0,0,0,0,0,74442,0,0,1,1,2,6,11,4,3,0
IN,2020-11-16,474,0,0,0,0,0,0,0,0,0,0,38617,0,0,1,1,1,6,5,6,2,1
IN,2020-12-04,482,0,0,0,0,0,0,0,0,0,0,36011,0,0,0,0,2,0,4,1,3,1
MY,2020-09-08,0,0,0,0,0,0,0,0,0,0,0,100,4,5,40,25,15,10,1,0,0,0
NZ,2020-10-27,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0
NZ,2020-12-02,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
PE,2020-07-08,573,3,3,4,17,39,97,131,151,112,16,2815,54,104,468,612,537,489,325,153,59,14
TH,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
TH,2020-10-21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,5,1,1,0,0,0,0
RO,2020-07-07,31,0,0,0,0,0,0,0,0,0,0,397,11,10,34,60,82,86,68,29,15,0
RO,2020-08-24,37,0,0,0,0,0,0,0,0,0,0,825,19,32,88,135,153,168,118,66,38,0
RO,2020-07-04,23,0,0,0,0,0,0,0,0,0,0,416,6,8,37,52,80,77,79,54,22,0
AR,2020-09-25,404,0,0,1,9,17,28,76,108,124,41,13911,288,586,2603,3320,2833,1980,1164,637,337,154
AR,2020-10-19,390,0,1,4,4,18,36,85,102,96,44,15677,312,719,2941,3774,3106,2247,1400,701,356,117
AR,2020-12-03,155,0,0,0,2,8,14,32,49,34,16,6810,158,443,1364,1591,1274,888,571,324,146,50
BR,2020-10-18,230,1,3,2,18,17,50,85,112,101,19,10982,493,619,2599,3014,2743,1380,711,674,237,38
CO,2020-11-11,203,0,0,4,6,11,26,35,59,48,14,8638,237,615,2011,1999,1357,1164,696,351,173,35
CO,2020-08-08,383,0,0,5,10,19,54,77,116,81,21,11078,360,710,2376,2724,1808,1549,805,479,219,48
CO,2020-09-01,261,0,0,3,9,16,26,56,66,68,17,9013,302,637,2010,2076,1452,1208,707,380,193,48
CZ,2020-10-19,110,0,0,0,1,0,3,17,23,55,11,8078,341,556,1016,1267,1846,1363,786,521,285,95
CZ,2020-12-03,102,0,0,0,0,1,1,12,35,39,14,4624,284,384,555,677,937,703,442,359,204,78
EE,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,35,0,4,3,5,10,3,5,1,1,0
ES,2020-08-25,44,0,0,0,0,0,2,2,3,37,0,10340,761,1034,1952,1804,1782,1336,792,440,432,0
ES,2020-07-21,8,0,0,0,0,0,1,1,1,5,0,2354,160,244,552,437,383,278,151,69,78,0
FI,2020-10-15,1,0,0,0,0,0,0,0,0,0,0,241,12,42,85,29,29,25,14,4,1,0
FI,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,1,1,0,0
FI,2020-11-16,1,0,0,0,0,0,0,0,0,0,0,104,8,19,18,16,20,11,6,1,5,0
FI,2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,2020-11-19,429,0,0,0,0,0,0,0,0,0,0,21150,649,2216,2090,2298,2457,2310,1546,1145,1276,843
FR,2020-08-03,42,0,0,0,0,0,0,0,0,0,0,556,87,254,590,384,259,175,131,84,30,22
FR,2020-07-26,1,0,0,0,0,0,0,0,0,0,0,1269,17,22,78,40,38,20,20,13,7,9
HK,2020-11-17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,0,0,0
HK,2020-07-29,10,0,0,0,0,0,0,2,5,3,0,117,4,2,13,14,15,18,32,11,6,2
HK,2020-09-16,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,2,2,0,0,1,0,0
HK,2020-11-13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,2,1,0,0,0
HK,2020-08-15,1,0,0,0,0,0,0,0,0,1,0,46,1,1,7,11,9,4,9,2,2,0
IN,2020-11-07,490,0,0,0,0,0,0,0,0,0,0,45903,0,0,0,1,3,5,9,7,6,2
IN,2020-07-24,705,0,0,0,0,0,0,0,0,0,0,48661,1,2,12,7,22,46,42,13,8,0
IN,2020-10-10,816,0,0,0,0,0,0,0,0,0,0,66732,0,0,3,1,4,8,5,5,3,0
IN,2020-08-06,933,0,0,0,0,0,0,0,0,0,0,61537,0,0,1,4,17,19,37,19,7,0
IN,2020-07-09,519,0,0,0,0,0,0,0,0,0,0,27114,72,116,456,531,419,370,203,81,22,0
MY,2020-11-28,4,0,0,1,0,0,0,2,1,1,0,1315,68,100,473,397,168,62,32,11,2,0
MY,2020-10-03,1,0,0,0,0,0,1,0,0,0,0,317,15,19,82,86,49,37,6,8,1,0
NZ,2020-07-14,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0
PE,2020-09-02,401,2,0,3,9,39,50,90,115,77,16,6511,265,410,1125,1463,1210,955,606,314,130,33
PE,2020-07-07,543,4,1,7,15,42,89,133,125,104,23,4297,79,160,638,937,835,748,525,260,100,15
PE,2020-08-25,528,4,1,3,19,30,89,137,138,88,19,11167,396,694,1816,2371,2099,1688,1168,642,243,50
PE,2020-12-23,133,1,3,1,7,11,18,24,38,21,9,1590,45,109,296,327,285,228,160,92,37,11
PE,2020-09-29,178,1,0,4,7,14,20,43,48,31,10,2914,132,180,524,585,470,400,329,183,97,13
PH,2020-10-08,41,0,1,3,0,4,8,11,9,3,2,2333,84,115,642,515,394,301,178,76,22,4
RO,2020-07-02,20,0,0,0,0,0,0,0,0,0,0,450,10,12,34,59,101,101,79,36,20,0
TW,2020-10-28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TW,2020-09-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
US,2020-12-25,2186,0,0,0,0,0,0,0,0,0,0,154938,3309,7162,12303,11637,10762,10719,7946,4521,0,0
US,2020-12-22,2882,0,0,0,0,0,0,0,0,0,0,196107,12564,35533,63108,57961,55927,57960,44666,25507,0,0
AD,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD,2020-12-11,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
AD,2020-12-07,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
AE,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0
AE,2020-12-31,2,0,0,0,0,0,0,0,0,0,0,1856,0,0,0,0,0,0,0,0,0,0
AF,2020-07-22,14,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
AF,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF,2020-07-11,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
AF,2020-07-06,16,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0
AF,2020-12-28,7,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0
AF,2020-08-25,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
AF,2020-11-17,7,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0
AF,2020-07-14,19,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0
AG,2020-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,2020-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AI,2020-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-22,3,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
AL,2020-12-20,10,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0
AM,2020-10-19,20,0,0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0,0,0,0,0,0
AN,2020-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ,2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ,2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ,2020-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2020-10-21,20,0,0,0,0,0,0,0,0,0,0,2654,0,0,0,0,0,0,0,0,0,0
AU,2020-12-26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
AW,2020-11-11,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
AZ,2020-07-13,7,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0
BA,2020-10-28,21,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0,0,0
BB,2020-09-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BB,2020-12-03,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BB,2020-11-25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BB,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB,2020-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BD,2020-10-02,23,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0
BE,2020-12-16,90,0,0,0,0,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,0,0
BG,2020-10-25,42,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0
BG,2020-09-18,2,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
BG,2020-10-27,36,0,0,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,0,0
BG,2020-07-31,2,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0
BH,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0
BH,2020-12-16,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0
BH,2020-10-02,3,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0
BI,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-12-29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BJ,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ,2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BM,2020-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO,2020-09-12,47,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0
BO,2020-10-29,11,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0
BQ,2020-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS,2020-07-18,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
BS,2020-08-27,2,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
BS,2020-07-19,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
BT,2020-11-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BT,2020-08-19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BT,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BT,2020-10-05,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BV,2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV,2020-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BW,2020-12-18,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
BW,2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BW,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BW,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BY,2020-09-28,6,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0
BY,2020-12-29,10,0,0,0,0,0,0,0,0,0,0,1957,0,0,0,0,0,0,0,0,0,0
BY,2020-12-03,9,0,0,0,0,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0
BY,2020-08-05,3,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
BY,2020-07-08,6,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0
BZ,2020-10-10,1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
BZ,2020-12-13,3,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0
BZ,2020-09-26,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
BZ,2020-12-16,1,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0
CA,2020-11-18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CA,2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-11-21,512,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
CC,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,2020-07-20,1,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
CF,2020-07-30,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
CG,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,2020-09-16,5,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0
CH,2020-11-30,95,0,0,0,0,0,0,0,0,0,0,5267,0,0,0,0,0,0,0,0,0,0
CH,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
CH,2020-09-26,2,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0
CI,2020-12-16,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
CI,2020-12-03,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
CK,2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK,2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,2020-11-04,21,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0
CM,2020-12-13,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0
CM,2020-11-28,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
CN,2020-08-23,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
CN,2020-07-26,4,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0
CR,2020-08-20,12,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0
CR,2020-12-02,8,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0
CU,2020-12-21,2,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0
CU,2020-09-10,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
CU,2020-11-21,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
CV,2020-07-23,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
CV,2020-09-05,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
CV,2020-12-26,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
CV,2020-12-10,5,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
CX,2020-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY,2020-10-17,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0
CY,2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY,2020-09-26,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
DJ,2020-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK,2020-10-19,1,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0
DM,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DM,2020-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DO,2020-12-26,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0
DO,2020-08-16,28,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0
DZ,2020-10-17,10,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0
EC,2020-08-03,41,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0
EC,2020-07-16,43,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0
EC,2020-12-16,17,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0
EC,2020-08-06,20,0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,0,0
EG,2020-11-29,14,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0
ER,2020-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER,2020-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER,2020-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET,2020-09-02,10,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0
FJ,2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ,2020-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ,2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ,2020-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ,2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FK,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FK,2020-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FM,2020-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FM,2020-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FM,2020-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FO,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,2020-10-21,221,0,0,0,0,0,0,0,0,0,0,25714,0,0,0,0,0,0,0,0,0,0
GB,2020-11-22,479,0,0,0,0,0,0,0,0,0,0,11895,0,0,0,0,0,0,0,0,0,0
GE,2020-11-05,18,0,0,0,0,0,0,0,0,0,0,2859,0,0,0,0,0,0,0,0,0,0
GE,2020-11-24,39,0,0,0,0,0,0,0,0,0,0,3801,0,0,0,0,0,0,0,0,0,0
GF,2020-10-23,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
GF,2020-08-09,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
GF,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
GF,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
GG,2020-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH,2020-07-27,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0
GH,2020-11-02,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0
GH,2020-12-04,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0
GL,2020-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM,2020-10-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GM,2020-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM,2020-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GN,2020-08-14,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
GN,2020-09-10,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
GQ,2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GQ,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-08-19,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0
GR,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0
GR,2020-12-11,68,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,0,0
GS,2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2020-08-11,34,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,0,0
GU,2020-09-16,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
GU,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
GW,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GY,2020-11-04,2,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0
GY,2020-08-15,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
GY,2020-12-20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
HM,2020-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN,2020-12-29,23,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0
HN,2020-12-24,6,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0
HN,2020-11-11,17,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0
HN,2020-10-07,19,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0
HR,2020-11-19,57,0,0,0,0,0,0,0,0,0,0,2958,0,0,0,0,0,0,0,0,0,0
HR,2020-12-10,64,0,0,0,0,0,0,0,0,0,0,4396,0,0,0,0,0,0,0,0,0,0
HT,2020-11-14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
HU,2020-09-20,8,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0
HU,2020-10-23,35,0,0,0,0,0,0,0,0,0,0,3149,0,0,0,0,0,0,0,0,0,0
HU,2020-07-08,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
HU,2020-10-17,31,0,0,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,0,0
HU,2020-10-06,21,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0
HU,2020-09-17,6,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0
ID,2020-08-30,82,0,0,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,0,0,0,0,0
