date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2021-01-13,UA,-38,-6,-5,-26,-36,4
2020-12-07,UA,-19,-4,-25,-17,-19,4
2020-11-20,UY,-24,-8,-42,-22,6,4
2021-12-20,VE,45,90,44,4,5,4
2020-07-11,YE,3,16,1,10,-1,4
2020-10-14,ZM,2,12,6,-6,-5,4
2021-10-01,AE,6,32,-30,-9,-4,4
2022-07-16,AG,35,34,93,0,0,4
2020-10-04,AO,-22,-7,4,-26,-15,4
2022-04-05,AO,94,83,166,92,57,4
2021-02-08,AU,-14,-3,-21,-38,-11,4
2022-06-17,AU,-5,10,-22,-31,-5,4
2021-03-21,BB,-57,-76,3,-66,-40,4
2022-05-18,BB,17,19,57,-9,0,4
2021-05-16,BE,-26,9,39,-18,3,4
2021-11-23,BG,-30,12,-14,3,-25,4
2021-04-05,BG,-31,8,16,-8,-33,4
2022-08-26,BS,11,12,38,12,-12,4
2022-01-18,BZ,24,35,54,-5,-19,4
2021-12-04,CA,0,6,8,-34,-3,4
2022-06-22,CO,16,43,22,31,22,4
2022-04-20,ES,-20,8,-2,-13,-14,4
2021-04-27,GR,-22,40,71,-29,-29,4
2021-12-30,GT,34,74,25,9,-23,4
2022-01-29,HN,-5,23,-13,-9,7,4
2022-02-03,HR,-2,19,23,-19,-10,4
2020-11-04,HT,-11,-16,-27,4,-23,4
2021-05-15,IT,-21,4,34,-18,-14,4
2021-11-26,IT,-7,19,-3,-17,-13,4
2021-11-22,IT,-10,14,-6,-21,-13,4
2021-11-14,IT,-19,2,-20,-21,-8,4
2021-11-29,IT,-10,15,-8,-21,-13,4
2021-01-23,JO,-21,2,-25,-54,-18,4
2021-03-09,JO,-10,24,-15,-45,-22,4
2021-03-31,JP,-3,3,23,-18,-12,4
2022-03-30,KR,-12,8,14,-19,3,4
2021-11-26,KW,-8,-2,-13,-7,-25,4
2020-10-19,KZ,-17,0,-10,36,-25,4
2022-05-24,LU,-3,16,52,-5,-26,4
2022-04-29,LU,-4,23,76,3,-12,4
2022-01-16,MN,64,157,27,70,45,4
2021-05-07,MU,-24,-6,-43,-38,-27,4
2022-02-27,NI,30,56,20,17,14,4
2021-06-09,NO,6,16,126,-25,-21,4
2021-08-11,NO,16,18,167,-18,-36,4
2020-10-07,NO,-4,3,52,-30,-27,4
2022-03-28,OM,3,22,0,-32,4,4
2020-10-02,OM,-33,-25,-37,-40,-27,4
2022-09-09,PT,18,52,105,14,-12,4
2020-11-08,QA,-4,22,5,-11,-2,4
2022-03-11,RU,-17,-3,-6,-9,-5,4
2022-07-12,SE,7,13,428,-25,-54,4
2021-04-23,SI,-22,7,58,-10,-11,4
2020-07-03,SK,-8,3,85,-18,-23,4
2020-11-18,SN,-19,9,-20,-20,-16,4
2020-11-28,SV,-13,-3,-27,-4,-8,4
2021-10-17,TH,-8,15,-38,-48,-10,4
2021-01-19,TJ,-17,-16,-33,-28,-19,4
2022-03-14,TR,-1,49,14,23,19,4
2021-07-21,TT,-21,22,-14,-39,-43,4
2021-12-20,TZ,35,50,42,30,5,4
2020-12-14,UA,-19,-3,-14,-14,-19,4
2021-01-09,UA,-48,-19,-2,-32,-35,4
2022-03-18,UY,-23,-6,-51,-10,15,4
2021-11-09,VE,20,63,22,-15,4,4
2020-11-08,YE,24,42,29,9,9,4
2020-10-09,DE,-10,1,45,-19,-17,4
2020-07-31,DE,-6,-1,161,-20,-34,4
2020-08-27,DE,-3,-3,104,-17,-24,4
2021-09-05,BR,-5,42,9,-7,11,4
2021-02-21,CO,-31,-3,-24,-11,1,4
2021-11-04,CZ,-9,18,-13,-5,-8,4
2021-05-17,ES,-19,3,24,-15,-18,4
2020-07-22,FR,-9,1,155,-20,-30,4
2022-06-13,MX,5,40,4,7,22,4
2020-08-11,NZ,-11,-9,-23,-25,-1,4
2022-08-06,TW,-15,8,-19,-27,-2,4
2022-04-12,TW,-22,0,-20,-25,5,4
2022-02-08,RO,-19,12,-26,-28,-18,4
2022-03-21,RO,-19,4,-1,-24,-13,4
2020-09-05,BR,-17,24,-14,-12,-2,4
2021-10-19,CO,4,41,6,26,9,4
2021-11-11,CZ,-4,26,7,-4,-10,4
2021-08-24,CZ,8,28,65,-3,-23,4
2022-08-15,EE,17,24,205,9,-23,4
2021-09-01,ES,-5,20,41,-12,-28,4
2021-07-23,FI,7,13,305,-32,-51,4
2022-03-03,FR,-13,15,29,-10,-15,4
2021-08-14,NZ,22,14,4,-29,1,4
2021-01-22,NZ,-1,-5,-3,-35,-9,4
2022-08-07,TW,-13,6,-6,-24,-10,4
2022-01-19,TW,-14,3,-22,-17,6,4
2020-11-01,US,-18,-9,-5,-29,-15,4
2020-12-28,AF,39,72,24,3,4,4
2020-07-17,AT,-11,-7,36,-24,-32,4
2021-03-11,AU,-11,0,-15,-30,-8,4
2021-02-19,AU,-8,3,-17,-33,-7,4
2022-03-25,BB,23,21,57,-1,2,4
2020-10-04,BB,-16,-16,4,-46,-21,4
2022-02-14,BF,99,157,137,58,68,4
2021-11-17,BG,-27,17,-3,5,-25,4
2021-10-13,BO,6,14,1,1,10,4
2020-10-25,CM,-11,0,-23,23,-11,4
2022-01-08,CR,-8,12,-18,-21,6,4
2021-09-16,CR,-14,12,-32,-26,-12,4
2021-08-10,CR,-17,5,-34,-25,-14,4
2021-03-12,CR,-23,-5,-39,-34,-18,4
2021-05-26,CV,-25,-12,7,-58,-26,4
2020-11-21,DK,-11,-7,-15,-37,-10,4
2022-08-18,DK,14,7,286,-3,-20,4
2021-02-28,DK,-27,-7,75,-41,-5,4
2021-02-15,DO,-31,-4,-38,-27,-30,4
2021-04-06,DO,-26,3,-38,-11,-25,4
2020-11-27,EG,-13,41,-2,-9,-4,4
2022-07-11,FI,6,16,290,-24,-53,4
2021-04-18,GB,-33,-2,70,-33,-13,4
2020-11-05,HT,-11,-15,-24,7,-21,4
2020-07-30,HU,2,0,108,-18,-33,4
2022-08-20,HU,-22,-67,179,0,-29,4
2021-04-20,IL,-13,11,10,-15,-15,4
2022-04-22,IT,-11,19,19,-16,-10,4
2022-06-09,JO,21,51,34,-6,18,4
2021-12-25,JO,14,45,3,-27,-16,4
2022-08-09,KR,-3,10,5,-16,-5,4
2021-10-27,KW,-14,-5,-18,-4,-17,4
2022-03-06,KW,-14,-5,-27,4,-12,4
2020-07-26,ML,0,-4,-13,-30,17,4
2021-09-23,MN,53,130,48,86,26,4
2022-07-14,MU,22,23,13,-4,15,4
2020-08-13,MU,-11,-7,-19,-21,-10,4
2021-09-12,MZ,-3,15,-11,-19,-25,4
2020-11-13,NI,-9,8,-17,-13,-3,4
2022-08-10,NL,1,6,209,-29,-44,4
2021-06-15,NO,15,16,102,-24,-21,4
2020-12-21,OM,-27,-17,-31,-29,-23,4
2020-12-28,OM,-21,-11,-30,-34,-22,4
2022-03-12,PK,58,84,82,82,58,4
2021-05-12,PR,-8,-5,-24,-20,-20,4
2021-03-05,PR,-18,-9,-28,-33,-18,4
2020-11-16,QA,-6,18,1,-7,-3,4
2020-10-02,QA,-10,22,-8,-14,0,4
2021-02-04,SA,-12,6,-22,-37,-16,4
2021-02-27,SE,-19,-3,58,-31,-2,4
2021-06-30,SE,10,13,176,-32,-39,4
2021-05-23,SI,-44,-81,-9,-25,-13,4
2022-08-31,SV,38,58,15,45,29,4
2020-09-24,TR,-21,12,33,-11,-17,4
2022-05-27,UY,-23,-4,-49,-2,30,4
2020-11-10,UY,-25,-8,-39,-21,7,4
2022-09-10,UY,-2,16,-27,4,12,4
2020-12-10,YE,33,42,48,24,15,4
2021-04-19,YE,42,63,42,9,3,4
2020-11-02,ZM,8,15,0,-6,-3,4
2021-03-05,ZM,9,22,-6,0,-11,4
2021-03-22,AF,22,54,4,-28,-47,4
2021-01-24,AF,36,58,17,-16,2,4
2022-06-01,AO,118,109,187,105,65,4
2022-07-23,AO,110,92,198,127,89,4
2021-12-13,AU,3,16,-8,-42,-9,4
2022-01-07,AW,3,9,30,-38,-21,4
2022-07-21,AW,19,17,53,-20,-11,4
2020-11-14,BB,-14,-13,23,-36,-15,4
2021-10-27,BE,6,18,48,-10,-16,4
2022-01-15,BG,-31,9,-15,-1,-16,4
2021-03-28,BH,-11,1,-33,-10,-15,4
2021-09-17,BO,7,19,0,2,3,4
2022-04-25,CO,7,39,10,33,38,4
2021-09-18,CR,-18,7,-31,-24,-4,4
2021-11-28,CV,-11,-5,2,-15,-38,4
2022-07-29,DE,-1,17,127,-1,-24,4
2022-02-22,DK,-1,-6,50,-23,-19,4
2020-11-01,EC,-23,-4,-16,-15,4,4
2022-06-23,EG,12,98,65,40,25,4
2020-09-23,EG,-20,30,3,-14,-12,4
2022-01-15,GT,16,36,11,10,20,4
2021-07-17,HT,0,-5,-7,-13,-21,4
2021-04-12,ID,-5,22,-2,-19,-29,4
2021-12-14,ID,8,26,6,-12,-8,4
2022-06-22,IL,-1,11,32,-14,-21,4
2022-03-23,IL,-13,2,-9,-21,-8,4
2022-08-11,IT,6,24,162,-16,-42,4
2020-07-16,JO,-7,4,10,-53,-14,4
2022-07-17,JO,30,65,33,17,7,4
2022-05-07,JO,24,56,35,20,8,4
2022-06-28,JP,-4,4,-12,-13,-4,4
2021-12-06,JP,-6,3,-14,-16,-6,4
2022-05-29,KG,-16,-11,-5,-23,-6,4
2021-08-25,KR,0,23,34,-5,-1,4
2022-04-01,KW,-4,13,-19,3,-13,4
2021-12-24,KW,-12,-4,-20,-8,-20,4
2020-11-20,KZ,-22,-3,-24,29,-23,4
2021-08-24,LA,-17,0,-35,-43,-28,4
2021-01-04,LB,-18,29,-6,-14,-30,4
2021-07-09,LU,-5,14,99,2,-16,4
2021-04-05,MA,-13,53,-18,-9,-10,4
2021-08-15,MA,3,66,51,4,-11,4
2021-03-24,MA,-17,45,-21,-14,-8,4
2022-08-01,MD,7,4,15,6,-29,4
2020-10-22,MU,-13,-10,-6,-24,-23,4
2021-09-15,NL,1,15,90,-18,-26,4
2021-03-30,PR,-11,-2,-26,-24,-23,4
2021-02-07,PY,-28,-11,-27,-37,-12,4
2021-01-17,RS,-40,-17,-19,-36,-20,4
2020-10-23,RU,-13,0,-6,-6,-18,4
2021-02-10,SA,-11,15,-13,-34,-17,4
2020-11-08,SK,-36,-16,37,-36,-15,4
2020-11-11,SN,-14,14,-18,-16,-19,4
2021-12-03,TJ,-5,4,-18,-27,-10,4
2020-10-22,TR,-17,21,30,-4,-12,4
2021-07-10,TT,-47,15,-38,-57,-29,4
2021-09-12,TZ,26,17,26,22,-13,4
2022-01-13,TZ,48,50,44,36,17,4
2022-01-04,UA,-2,14,7,-14,-34,4
2022-05-30,UY,-27,-9,-51,-3,36,4
2021-02-25,AR,-33,-5,-45,-26,-12,4
2022-06-27,BR,-9,42,-6,5,39,4
2022-03-31,EE,-9,8,2,-21,-11,4
2021-11-24,FR,-13,10,2,-9,-12,4
2022-03-14,FR,-14,12,37,-6,-11,4
2021-11-30,FR,-7,18,6,-6,-12,4
2022-03-10,MX,6,34,2,1,12,4
2021-08-10,NZ,9,12,-10,-25,8,4
2022-05-25,US,-5,0,28,-21,-22,4
2020-11-07,US,-16,-6,23,-27,-10,4
2022-04-30,AR,8,42,-26,11,21,4
2021-07-08,AR,-12,29,-35,-7,3,4
2020-11-14,BR,-11,23,-22,0,10,4
2022-08-17,EE,17,24,189,13,-23,4
2022-07-12,EE,19,26,117,1,-34,4
2021-05-13,ES,-20,8,7,-16,-16,4
2022-03-22,ES,-23,6,-8,-15,-10,4
2021-06-01,ES,-14,14,14,-14,-14,4
2021-09-22,FI,0,9,127,-26,-20,4
2020-07-08,FR,-9,1,114,-18,-27,4
2020-10-01,NZ,1,-2,-1,-30,-9,4
2022-01-09,TW,-8,7,-4,-21,-3,4
2022-04-08,US,-9,-5,13,-23,-20,4
2022-02-15,AF,50,107,33,-23,-20,4
2021-01-21,AO,-14,-10,22,-7,-17,4
2021-04-24,AT,-46,-2,62,-30,-16,4
2022-07-17,AU,-1,8,-15,-30,-9,4
2021-05-04,AU,-9,8,-36,-29,-5,4
2021-09-19,BH,-6,3,-27,0,-9,4
2021-09-15,BH,-6,3,-32,9,-10,4
2022-02-01,BR,-3,48,-10,1,11,4
2022-05-18,BR,-6,40,-2,3,35,4
2022-07-27,DE,7,18,148,0,-22,4
2020-10-20,DK,1,-1,48,-22,-15,4
2021-03-03,DO,-27,2,-32,-22,-28,4
2021-07-17,EC,8,38,-2,18,9,4
2022-04-01,EG,30,166,94,82,40,4
2022-08-12,EG,32,129,152,86,27,4
2020-08-11,FJ,1,7,-5,-15,-3,4
2022-03-23,GR,-17,37,19,-15,-7,4
2022-02-02,GR,-16,38,1,-26,-12,4
2020-12-06,GT,-14,-4,-17,-22,-4,4
2021-04-10,GT,-18,0,-25,-26,-8,4
2021-09-16,HT,17,13,0,2,-23,4
2020-12-20,HT,-2,-4,-2,15,-23,4
2021-01-19,HT,-26,-31,-37,-19,-36,4
2022-02-22,HU,6,21,27,-9,-8,4
2021-05-20,IT,-11,13,38,-24,-13,4
2021-05-27,IT,-8,14,44,-20,-12,4
2022-07-24,JO,26,60,29,10,6,4
2022-01-09,JP,-7,3,-7,-19,-6,4
2020-11-26,KG,-22,-9,-21,-11,-31,4
2022-08-22,KR,9,25,40,-6,7,4
2021-11-27,KW,-8,-1,-20,1,-25,4
2021-11-21,KW,-16,-9,-27,-7,-14,4
2020-09-15,LA,-5,-2,-11,-22,-7,4
2022-08-22,LT,5,64,212,20,-12,4
2020-07-14,MD,-1,1,23,-14,-27,4
2021-12-13,MN,80,142,52,99,84,4
2022-01-15,MT,-3,15,8,-14,-1,4
2022-04-04,MU,18,25,5,-16,20,4
2021-02-01,MU,-24,-18,-2,-54,-76,4
2021-01-30,MZ,-22,-2,-29,-31,-30,4
2020-10-04,NI,-23,-5,-20,-26,-21,4
2022-03-24,NL,-6,5,36,-28,-19,4
2022-03-16,NO,-6,-1,12,-26,-15,4
2021-05-23,NO,-29,17,36,-41,-5,4
2021-02-14,NO,-36,-8,-5,-49,-8,4
2020-09-21,PK,2,14,16,3,-12,4
2022-04-06,PT,5,34,36,4,-2,4
2021-02-04,PY,-20,-6,-26,-33,-13,4
2020-12-12,RU,-18,-5,-17,-11,-12,4
2020-12-04,SA,-16,-5,-8,-42,-16,4
2020-08-26,SE,0,1,98,-23,-27,4
2022-03-30,SK,-5,27,19,-4,-6,4
2022-08-09,SV,28,45,8,47,24,4
2021-03-09,SV,-15,4,-29,-8,-23,4
2022-09-04,SV,39,52,13,40,34,4
2021-10-23,TJ,-12,1,-27,-29,-16,4
2021-09-05,TZ,27,20,33,27,-13,4
2021-07-06,TZ,39,47,39,29,4,4
2021-04-07,UA,-25,2,-14,-23,-34,4
2020-10-30,UY,-26,-12,-44,-20,8,4
2020-12-13,ZW,11,23,41,20,13,4
2022-01-31,AR,2,30,-12,-1,0,4
2021-10-19,BR,-10,36,-20,0,16,4
2022-04-05,CZ,-13,19,-7,-4,-5,4
2020-11-10,EE,-4,5,10,-14,-12,4
2021-04-18,ES,-33,6,8,-26,-11,4
2021-06-03,ES,-12,12,23,-14,-17,4
2022-01-31,ES,-14,9,9,-15,-17,4
2021-11-25,FR,-13,13,-3,-8,-12,4
2022-03-29,FR,-15,16,34,-6,-10,4
2021-05-18,NZ,5,7,-20,-23,8,4
2021-09-24,US,-7,-1,33,-19,-24,4
2021-04-25,AF,36,84,8,-3,6,4
2020-09-25,AF,30,43,13,-10,-7,4
2022-06-11,AR,12,39,-23,8,22,4
2021-05-12,AU,-7,5,-23,-26,-5,4
2021-04-19,AU,-8,3,-20,-31,-7,4
2022-04-19,AW,13,16,60,-29,-11,4
2022-01-31,BB,7,8,23,-19,-18,4
2021-08-05,BF,45,119,95,50,-35,4
2021-09-22,BH,-5,2,-27,9,-6,4
2022-05-31,BS,6,10,37,17,-6,4
2021-08-26,BW,24,72,28,21,-13,4
2021-07-14,BW,18,61,38,31,-10,4
2022-03-28,CO,7,38,13,27,32,4
2021-03-17,CR,-26,-7,-40,-33,-18,4
2021-06-13,CV,-31,-15,7,-50,-46,4
2022-05-03,DO,6,42,4,19,3,4
2021-03-24,DO,-25,2,-29,-15,-24,4
2020-08-25,EG,-17,20,9,-14,-14,4
2022-07-01,GB,-9,8,47,-20,-27,4
2021-12-11,GR,-25,27,-12,-28,-11,4
2021-10-07,HN,-15,18,1,-16,-60,4
2021-02-15,HR,-33,9,18,-26,-17,4
2020-12-27,HT,-5,-5,1,23,-25,4
2021-03-06,ID,-18,2,-24,-28,-20,4
2021-02-26,IL,-30,-5,62,-28,-35,4
2022-04-02,IT,-18,9,-8,-22,-9,4
2022-04-29,JO,45,94,50,7,31,4
2021-07-21,JO,22,55,54,-21,-68,4
2021-10-27,JP,-5,6,1,-16,-8,4
2022-06-13,JP,-10,-1,-10,-13,-4,4
2020-11-18,JP,-8,-1,7,-17,-8,4
2021-12-10,KE,51,63,16,69,30,4
2021-08-29,KE,33,50,29,55,22,4
2022-04-08,KG,-19,-5,9,-22,-3,4
2022-08-12,KG,-9,1,22,-13,-32,4
2021-09-29,KR,0,16,19,-6,2,4
2022-03-29,KW,-7,2,-25,8,-9,4
2021-11-23,KW,-13,-7,-27,-5,-15,4
2022-08-24,KZ,1,19,35,79,-18,4
2021-07-28,LA,-18,0,-33,-43,-27,4
2021-01-02,LB,-28,13,3,-25,-27,4
2020-11-04,LB,-29,6,-24,-21,-26,4
2022-01-28,LB,-16,31,-28,-19,-24,4
2020-09-26,LU,-18,-5,5,-13,-3,4
2022-08-30,LU,-3,20,117,4,-29,4
2021-12-25,LV,-52,-21,15,-39,-45,4
2020-07-30,LV,5,8,76,-10,-34,4
2022-04-25,LV,-14,7,40,-23,-16,4
2020-08-27,MD,-2,2,29,-11,-45,4
2020-12-15,ML,-1,19,23,4,-17,4
2020-09-14,ML,16,-19,30,-19,-4,4
2022-08-26,MN,154,245,173,166,85,4
2022-07-13,MU,21,21,16,-9,26,4
2021-05-16,MZ,-13,9,-21,-30,-28,4
2021-07-17,MZ,-3,16,-20,-14,-14,4
2021-09-20,NL,2,13,89,-23,-27,4
2022-04-12,NO,16,22,96,-29,-48,4
2022-03-11,NO,-6,-2,27,-25,-17,4
2022-05-11,NP,49,110,149,84,8,4
2022-04-23,NP,46,102,137,88,44,4
2022-09-07,NZ,6,14,-8,-27,5,4
2020-12-20,OM,-25,-16,-27,-27,-21,4
2022-06-18,QA,3,29,-9,14,20,4
2022-03-30,SA,28,58,32,16,24,4
2021-03-26,SA,-2,21,-10,-40,-5,4
2022-04-05,SK,-9,24,1,-7,-5,4
2022-03-21,SK,-2,28,26,-2,-7,4
2022-03-13,SV,21,34,12,37,28,4
2021-10-17,TJ,-11,1,-25,-32,-29,4
2020-09-28,TR,-18,12,29,-9,-18,4
2021-09-11,TZ,27,42,26,27,0,4
2021-01-05,YE,36,52,58,31,15,4
2020-07-08,YE,-2,10,-4,3,-6,4
2020-11-22,ZW,8,22,28,1,15,4
2020-12-11,ZW,12,28,29,18,9,4
2022-05-08,AR,8,27,-6,13,13,4
2022-01-09,EE,-16,3,14,-25,-7,4
2021-03-14,ES,-36,1,1,-30,-15,4
2021-09-01,FI,7,19,141,-21,-21,4
2021-07-08,FI,13,21,300,-31,-49,4
2022-03-17,MX,10,38,6,6,15,4
2022-04-11,TW,-21,0,-21,-25,2,4
2022-02-16,TW,-16,0,-16,-17,4,4
2021-03-14,US,-11,-7,1,-24,-15,4
2022-05-06,AF,86,199,134,-5,18,4
2022-06-06,AF,101,206,139,4,38,4
2022-08-16,AT,5,35,180,0,-29,4
2021-02-28,AT,-56,-13,43,-29,-18,4
2022-08-04,AW,17,17,44,-19,-11,4
2022-05-13,BB,18,18,43,-9,3,4
2021-10-14,BR,-5,41,-1,2,17,4
2022-05-16,BS,2,8,43,1,-5,4
2020-12-08,BW,19,35,33,29,-2,4
2022-09-11,BZ,33,61,84,2,7,4
2022-06-15,CA,5,11,99,-30,-20,4
2021-10-08,CR,-12,10,-30,-23,-4,4
2021-05-10,CV,-28,-7,10,-40,-25,4
2022-01-21,GA,20,15,38,18,21,4
2021-11-24,HT,17,15,-5,0,-17,4
2020-12-31,IQ,17,53,24,17,-8,4
2022-06-06,JO,19,54,20,-6,16,4
2020-12-06,JP,-8,1,-1,-23,-7,4
2021-11-04,JP,-7,6,4,-15,-7,4
2021-12-26,KE,19,27,38,26,-9,4
2020-10-29,KZ,-20,-4,-21,35,-25,4
2022-03-14,LB,-8,38,-4,2,-11,4
2022-08-15,LV,10,26,183,-6,-28,4
2022-03-21,MT,4,22,27,1,-4,4
2020-07-29,MU,-4,5,-23,-16,-7,4
2021-12-01,MX,13,43,-4,8,-3,4
2021-09-18,NI,3,37,-8,-4,-6,4
2022-04-19,NI,34,57,40,39,39,4
2021-07-21,NL,13,13,226,-31,-35,4
2021-11-13,NL,-15,8,28,-21,-6,4
2022-05-09,NP,59,124,161,94,29,4
2021-05-28,NZ,11,9,-28,-24,12,4
2021-05-02,PA,-32,-23,-48,-37,-14,4
2020-12-20,PK,1,21,15,21,7,4
2020-09-23,PK,-8,8,9,2,-11,4
2021-12-05,PL,-12,116,12,-11,4,4
2021-10-18,PT,2,30,26,-8,-13,4
2022-05-10,PT,11,44,44,8,-2,4
2022-01-25,RS,4,37,-14,4,-3,4
2021-01-20,RU,-27,-15,-23,-20,-21,4
2021-08-03,SA,11,35,11,-22,-9,4
2021-11-07,SA,16,39,11,-9,4,4
2021-12-15,SA,15,37,13,-2,9,4
2021-03-07,SI,-61,-84,51,-23,-15,4
2021-09-22,SK,3,28,24,-4,-11,4
2021-08-23,SK,15,30,68,-11,-24,4
2021-01-18,SN,-24,6,-8,-19,-18,4
2022-05-01,SV,32,49,14,32,22,4
2022-09-03,SV,38,52,4,36,34,4
2022-02-11,TG,47,62,118,22,45,4
2021-03-22,TR,-22,30,-1,-8,-11,4
2021-07-31,TZ,24,45,35,26,3,4
2020-11-11,UY,-23,-7,-41,-20,7,4
2021-08-05,UY,-17,7,-42,-11,5,4
2020-07-20,VN,-7,11,-7,-3,3,4
2020-11-01,YE,32,46,32,17,6,4
2020-09-11,YE,23,27,46,8,2,4
2022-03-13,AR,0,22,-4,7,14,4
2021-11-12,CZ,-8,24,-3,-4,-10,4
2022-01-15,EE,-17,4,-4,-28,-7,4
2022-03-17,ES,-20,9,-9,-15,-12,4
2021-12-26,FI,-40,-16,8,-44,-19,4
2022-06-02,MX,12,44,3,1,18,4
2022-03-08,MX,7,33,6,1,9,4
2021-01-11,NZ,2,-1,8,-33,-5,4
2021-03-11,RO,-29,0,-34,-31,-25,4
2022-02-07,RO,-23,6,-28,-28,-18,4
2022-01-11,TW,-17,2,-34,-19,8,4
2021-09-04,AF,15,35,18,-32,-24,4
2021-11-29,AU,-1,13,-14,-43,-8,4
2021-05-06,AU,-8,5,-22,-28,-6,4
2021-05-17,AU,-7,7,-23,-28,-3,4
2022-07-14,AW,16,14,55,-22,-10,4
2022-02-18,BD,60,102,74,81,63,4
2021-10-09,BD,45,77,47,67,35,4
2021-10-03,BD,39,67,45,53,30,4
2020-09-16,BE,-8,-7,87,-14,-25,4
2022-03-09,BE,-2,16,46,-17,-14,4
2022-09-09,BE,-6,25,37,-10,-20,4
2020-12-14,BF,10,71,52,23,5,4
2021-10-11,BH,-3,6,-19,9,-2,4
2021-01-03,BJ,-9,53,32,-11,-16,4
2022-03-05,BW,68,96,122,82,44,4
2022-09-07,BZ,41,58,81,-4,6,4
2020-10-14,CM,-7,8,-16,18,-11,4
2021-07-12,CR,-20,4,-38,-26,-18,4
2022-03-08,CR,-4,16,-9,-15,11,4
2022-01-11,DO,-1,34,-13,15,-16,4
2021-05-23,EC,-8,13,-7,2,11,4
2022-03-27,EC,25,43,18,28,38,4
2021-01-12,EG,-20,33,-7,-16,-11,4
2020-12-22,GA,2,4,61,28,-13,4
2020-12-09,GA,-4,-9,38,16,-8,4
2021-12-26,GB,-48,-50,-16,-55,-35,4
2021-11-05,HR,-6,25,5,-22,-18,4
2021-02-18,HT,-23,-18,-34,-17,-33,4
2021-07-19,HU,12,21,82,-12,-28,4
2020-10-07,HU,-11,2,1,-14,-15,4
2021-12-04,ID,5,26,-4,-8,-4,4
2021-07-05,IL,-1,14,26,-14,-20,4
2021-11-30,IL,3,15,32,-12,-23,4
2020-10-01,JO,-9,21,5,-43,-11,4
2021-12-07,JO,8,41,-1,-3,6,4
2021-06-11,KR,3,23,25,-2,3,4
2020-07-11,LA,-7,-1,-11,-25,5,4
2021-09-29,MA,10,84,1,4,-11,4
2021-08-09,MA,16,98,53,15,-30,4
2021-09-07,MA,12,92,18,9,-15,4
2021-03-22,MA,-16,47,-21,-10,-8,4
2022-03-19,MD,-12,-3,-9,-21,-9,4
2020-10-10,MZ,-14,-5,-29,-25,-10,4
2021-03-07,NO,-37,-2,9,-43,-11,4
2021-04-24,NO,-22,1,53,-38,-7,4
2020-07-23,NZ,-8,-7,-42,-26,4,4
2020-12-16,OM,-26,-17,-31,-30,-22,4
2021-01-03,OM,-23,-11,-29,-24,-20,4
2022-01-22,QA,0,23,-10,-4,13,4
2022-03-12,RU,-15,-3,-12,-8,-3,4
2021-12-29,SA,24,49,16,2,9,4
2022-01-29,SA,22,51,3,-10,21,4
2021-11-25,SA,20,41,10,-3,0,4
2021-10-13,SK,-1,24,8,-12,-12,4
2020-12-04,UA,-18,2,-23,-14,-20,4
2022-04-28,UY,-21,-5,-40,-3,19,4
2020-08-26,VN,-17,2,-18,-18,7,4
2020-10-20,YE,22,42,35,14,3,4
2021-12-13,ZM,48,60,36,8,20,4
2021-05-07,ZM,33,48,12,26,1,4
2021-12-12,ZM,52,64,47,-1,9,4
2021-02-23,AR,-31,-1,-46,-24,-14,4
2022-03-28,MX,1,34,1,6,20,4
2021-06-01,NZ,8,10,-14,-24,9,4
2021-06-09,NZ,7,10,-15,-24,9,4
2022-07-24,TW,-17,0,-2,-26,-11,4
2021-09-18,TW,-21,14,-19,-27,-7,4
2020-11-26,AG,-7,-1,60,-37,-22,4
2021-01-27,AO,-7,-1,19,-14,-15,4
2020-10-14,AT,-21,-9,-6,-20,-17,4
2021-05-24,AU,-8,7,-26,-33,-2,4
2021-11-07,BD,48,79,55,58,36,4
2022-02-13,BD,65,95,74,83,57,4
2020-12-17,BF,12,71,48,29,5,4
2021-09-18,BR,-2,41,-4,2,16,4
2022-01-27,BZ,26,42,50,-4,-18,4
2020-12-02,CI,1,49,-2,17,-1,4
2020-08-02,CI,3,3,6,-1,-3,4
2021-03-23,CR,-27,-9,-43,-32,-18,4
2021-07-28,CR,-17,8,-33,-24,-16,4
2022-05-31,EG,13,101,62,46,25,4
2020-11-25,EG,-28,22,-16,-9,-5,4
2020-11-26,FJ,9,9,-16,-13,-2,4
2021-11-13,FJ,30,37,-1,-17,7,4
2020-08-01,GB,-36,-14,72,-30,-14,4
2020-10-06,GH,-4,18,-13,6,-20,4
2022-03-22,GR,-21,31,10,-18,-7,4
2021-11-16,GT,11,32,2,-8,-9,4
2021-11-09,GT,7,25,1,-9,-10,4
2021-02-08,HN,-31,-4,-26,-35,-28,4
2021-03-23,HR,-23,7,17,-23,-14,4
2021-05-14,HU,-4,19,32,-12,-18,4
2020-12-20,HU,-17,17,-1,-21,-9,4
2021-04-23,IQ,0,54,-4,-4,-10,4
2022-06-28,JO,31,59,30,19,12,4
2020-10-06,JO,-4,27,1,-41,-14,4
2022-06-03,JO,23,65,72,-2,11,4
2022-04-27,LU,-7,15,52,0,-11,4
2021-09-17,LU,-6,12,79,-1,-29,4
2021-05-10,LV,-9,6,100,-23,-31,4
2021-04-16,LY,51,85,63,6,4,4
